subject	segment	cloze	lab	item	n400	FullText	TargetWords
STIR38	30	0	STIR	30	-4.46	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
STIR38	31	0	STIR	37	-0.27	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
STIR38	32	17	STIR	22	15.18	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
STIR38	33	30	STIR	34	3.53	You never forget how to ride an elephant	elephant
STIR38	34	3	STIR	21	10.41	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
STIR38	35	93	STIR	40	12.36	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
STIR38	36	97	STIR	35	10.12	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
STIR38	37	97	STIR	39	1.02	Because Bart did not clean his wound properly he ended up getting an infection	infection
STIR38	38	0	STIR	26	1.46	I wanted to put my coat in the closet but I could not find an iron	iron
STIR38	39	97	STIR	27	4.21	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
STIR38	40	93	STIR	23	3.51	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
STIR38	41	93	STIR	55	-0.56	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
STIR38	42	50	STIR	49	0.22	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
STIR38	43	90	STIR	44	4.2	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
STIR38	44	90	STIR	51	-2.22	After Joanne's first book was published she finally felt she could call herself an author	author
STIR38	45	87	STIR	52	14.38	Alicia's first client was a failure but her second was a success	success
STIR38	46	90	STIR	60	3.24	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
STIR38	47	17	STIR	45	5.97	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
STIR38	48	93	STIR	43	-9.4	Jeffrey mailed the letter without a stamp	stamp
STIR38	49	30	STIR	54	-4.75	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
STIR38	50	87	STIR	48	5.22	Before little Gloria went to sleep she wanted to hear a story	story
STIR38	51	0	STIR	58	6.86	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
STIR38	52	20	STIR	46	12.36	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
STIR38	53	73	STIR	59	10.98	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
STIR38	54	13	STIR	42	4.51	Older children often have a harder time than younger children dealing with the loss of an adult	adult
STIR38	55	7	STIR	41	4.56	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
STIR38	56	3	STIR	50	-0.09	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
STIR38	57	100	STIR	47	-4.44	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
STIR38	58	7	STIR	53	12.58	Lance had moved to Hollywood in hopes of becoming a director	director
STIR38	59	0	STIR	57	-4.46	Damon preferred climbing stairs over going up a wheelchair	wheelchair
STIR38	60	93	STIR	56	14.17	Carrie's father had always joked that two is company but three is a crowd	crowd
STIR38	61	7	STIR	73	1.13	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
STIR38	62	50	STIR	64	19.12	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
STIR38	63	27	STIR	68	5.28	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
STIR38	64	0	STIR	74	-4.1	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
STIR38	65	7	STIR	66	2.48	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
STIR38	66	3	STIR	70	-0.24	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
STIR38	67	87	STIR	67	4.32	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
STIR38	68	97	STIR	79	0.07	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
STIR38	69	90	STIR	72	-12.93	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
STIR38	70	0	STIR	69	0.31	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
STIR38	71	0	STIR	61	0.05	Although the basketball team's defence was very strong they did not have so much of a coach	coach
STIR38	72	90	STIR	76	-4.65	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
STIR38	73	90	STIR	71	-0.31	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
STIR38	74	60	STIR	75	11.49	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
STIR38	76	83	STIR	63	9.1	The group had been brainstorming all day but they still didn't have an idea	idea
STIR38	78	7	STIR	65	0.64	Being from the mainland Karen never got used to the feeling of living on a ship	ship
STIR38	79	0	STIR	62	7.73	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
STIR38	80	97	STIR	80	-4.76	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
STIR39	1	13	STIR	12	7.14	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
STIR39	2	97	STIR	13	8.75	On a street corner in Paris Kim had her portrait painted by an artist	artist
STIR39	3	80	STIR	10	-7.61	The tweeting in the treetops sounded like a bird	bird
STIR39	4	100	STIR	2	2.63	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
STIR39	5	0	STIR	7	-2.59	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
STIR39	6	34	STIR	8	9.17	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
STIR39	7	0	STIR	15	-2.59	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
STIR39	8	20	STIR	4	-5.22	Katie did not like to say words with the letter s because she spoke with an accent	accent
STIR39	9	90	STIR	14	3.14	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
STIR39	10	93	STIR	9	-2.62	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
STIR39	11	100	STIR	6	5.44	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
STIR39	12	7	STIR	3	12.06	It was difficult to understand the foreign professor because he had a lisp	lisp
STIR39	13	0	STIR	19	12.51	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
STIR39	14	7	STIR	11	8.13	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
STIR39	15	87	STIR	18	7.7	Without the floats and the marching bands it wasn't much of a parade	parade
STIR39	16	0	STIR	16	-1.91	James is an avid reader, so for his birthday his sister decided to give him an education	education
STIR39	17	97	STIR	1	5.9	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
STIR39	18	93	STIR	5	16.45	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
STIR39	19	0	STIR	20	8.35	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
STIR39	20	62	STIR	17	5.98	When the representative retired in the middle of his term, the state was forced to hold an election	election
STIR39	21	97	STIR	25	1.56	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
STIR39	22	67	STIR	28	10.06	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
STIR39	23	0	STIR	35	-1.03	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
STIR39	24	0	STIR	40	6.44	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
STIR39	25	90	STIR	29	-10.59	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
STIR39	25	90	STIR	29	-10.59	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
STIR39	26	0	STIR	31	20.08	Sue had wanted to go to Tim's birthday party but she was still waiting for a message	message
STIR39	27	40	STIR	24	17.41	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
STIR39	28	0	STIR	39	2.04	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
STIR39	29	53	STIR	33	4.94	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
STIR39	30	87	STIR	26	13.18	I wanted to put my coat in the closet but I could not find a hanger	hanger
STIR39	31	80	STIR	37	3.9	Frank wanted to design a very modern house so he sought advice from an architect	architect
STIR39	32	53	STIR	22	7.45	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
STIR39	33	0	STIR	27	5.54	No matter how safely you drive your car chances are someday you'll be involved in a race	race
STIR39	34	7	STIR	36	8.14	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
STIR39	35	97	STIR	34	-3.43	You never forget how to ride a bicycle	bicycle
