Subject	Electrode	N400	FullText	Item	Condition
s1	Pz	2.1398	The Caribbean cruise package includes this kayaking and snorkeling exertion	Item 41	SemCrit
s1	Pz	3.1661	The president of the college handed each graduate an infection	Item 139	Sem
s1	Pz	4.6776	The moth attracted a mate by releasing a potent pharaoh	Item 29	SemCrit
s1	Pz	-7.1451	The mason built his own house of brick and mortar	Item 93	Control
s1	Pz	6.5927	The computer could read text aloud using a speech synthesizer	Item 66	Control
s1	Pz	-8.0542	The princess arrived at the ball in a horse-drawn cartridge	Item 109	SemCrit
s1	Pz	0.81933	The ring held small diamonds set around this blue saffron	Item 69	SemCrit
s1	Pz	7.6847	The teacher interrupted his sentence to make a grammatical correction	Item 20	Control
s1	Pz	-5.5384	The museum pass provides five dollars off of each carnival	Item 101	Sem
s1	Pz	9.67	The devout Christian girl travelled to India as a mercenary	Item 132	SemCrit
s1	Pz	6.2743	The preacher believed drunkenness was the cause of much immoralities	Item 51	Synt
s1	Pz	12.986	Champagne was once reserved exclusively for the royalty and nobility	Item 80	Control
s1	Pz	3.3265	The casket was carried to the cemetery in a hearse	Item 45	Control
s1	Pz	-3.9207	Political corruption and economic hardship fueled a growing anti-government dalmatian	Item 10	Sem
s1	Pz	1.1713	Mediators prevented the dispute from escalating into a violent altercation	Item 4	Control
s1	Pz	6.0973	A syllogism is a common form of a deductive inferno	Item 123	SemCrit
s1	Pz	1.2626	A lolcat is cat photograph with a humorous ungrammatical captain	Item 97	SemCrit
s1	Pz	-2.0545	That grenade explodes stronger than a stick of this dynamites	Item 146	Synt
s1	Pz	-3.5352	The zoo had two giraffes, an elephant, and a carburetor	Item 23	Sem
s1	Pz	8.2041	Claiming two wrongs make a right is a common fallacies	Item 159	Synt
s1	Pz	-3.034	Considering my previous experiences, I had a rather low expectation	Item 157	Control
s1	Pz	5.7409	I blacked out and was confused when I regained duration	Item 125	Sem
s1	Pz	8.1677	The study of sounds in language is known as phrenology	Item 43	SemCrit
s1	Pz	17.747	An intense tension headache can be mistaken for a migraine	Item 21	Control
s1	Pz	0.25821	The heat felt even worse because of all this humidities	Item 47	Synt
s1	Pz	-0.23252	Blizzards are deadly hazards for explorers on an arctic expedition	Item 158	Control
s1	Pz	4.2094	Medics cleaned and bandaged the wound to prevent an infection	Item 56	Control
s1	Pz	4.7304	After the Holocaust, German history could never escape this infamies	Item 53	Synt
s1	Pz	4.2022	The scientist designed an experiment to test a controversial gazette	Item 49	Sem
s1	Pz	8.9358	The artist achieved eternal fame despite not seeking this immortalities	Item 52	Synt
s1	Pz	6.5487	In the nineties, the Rugrats was a very popular carton	Item 85	SemCrit
s1	Pz	3.691	He had a short attention span and needed constant stimulation	Item 90	Control
s1	Pz	-5.8565	Disgusted, she pulled away from his touch with a shutter	Item 37	SemCrit
s1	Pz	8.0364	After my root canal the dentist prescribed a pain meditation	Item 17	SemCrit
s1	Pz	1.3792	The sermon denounced pride and extolled the virtue of alumni	Item 48	Sem
s1	Pz	0.40901	One window on the dilapidated house was missing a migrant	Item 38	Sem
s1	Pz	-1.9816	Statisticians emphasize that causation is not implied by a hypotenuse	Item 27	Sem
s1	Pz	9.0468	Cats were the only company for this lonely old splinter	Item 88	SemCrit
s1	Pz	2.9521	The slogan ""change"" was a focus of that presidential campaigns	Item 122	Synt
s1	Pz	8.1797	The castle wall was adorned with a beautiful woven tapestries	Item 67	Synt
s1	Pz	-8.5108	Handling the rough wooden plank gave the woman a nobility	Item 87	Sem
s1	Pz	-9.0549	Edith Piaf's extraordinary singing career was begun in a carburetor	Item 104	SemCrit
s1	Pz	-0.50767	Clownfish have evolved invulnerability to the poison tentacles of anemone	Item 7	Synt
s1	Pz	-12.939	The circus featured an acrobat, a clown, and a cavity	Item 83	Sem
s1	Pz	6.3068	My back was so tense I really needed a massage	Item 138	Control
s1	Pz	7.1123	She danced with an elegant masked gentleman at that mascara	Item 62	SemCrit
s1	Pz	0.36912	After she deceived her mother, she had a guilty musket	Item 126	Sem
s1	Pz	3.3966	The contraction for ""it is"" needs to include an apostrophe	Item 147	Control
s1	Pz	-0.31714	For lunch, she had brought tomato soup in a thermal	Item 71	SemCrit
s1	Pz	15.529	Incensed at the captain, the crew staged a full-scale mutinies	Item 92	Synt
s1	Pz	-1.7053	Blinking causes a momentary pupil contraction followed by a dilation	Item 33	Control
s1	Pz	-7.0087	The detectives discovered the professor was poisoned with this carriage	Item 116	Sem
s1	Pz	-4.4324	She saved him from the poison by administering a matinee	Item 6	Sem
s1	Pz	-5.0511	He idolized her, and her self-esteem benefited from this adorations	Item 144	Synt
s1	Pz	-5.1538	The low intensity workout compensated by having a long adoration	Item 143	SemCrit
s1	Pz	-10.708	Each winter evening, the family gathers around a warm hearths	Item 46	Synt
s1	Pz	14.852	The lecherous satyr chased after a beautiful lithe wood nymph	Item 81	Control
s1	Pz	4.9246	The vicious cyclone tragically caused many deaths and much destructions	Item 36	Synt
s1	Pz	-13.92	Capture or kill the wanted criminal to collect an expedition	Item 120	Sem
s1	Pz	7.7116	Rather than reducing violence, the intervention just caused an escalator	Item 153	SemCrit
s1	Pz	5.4085	The dentist congratulated me on not having a single cavalry	Item 16	SemCrit
s1	Pz	-3.6402	The upscale apartment was complete with all these modern lymph	Item 8	Sem
s1	Pz	-9.2445	The herd of cows was out grazing in a pasture	Item 129	Control
s1	Pz	11.738	The child made a caterpillar from an old egg cartons	Item 86	Synt
s1	Pz	2.2712	Rupert Murdoch is the owner of a vast media empires	Item 39	Synt
s1	Pz	-10.246	The United States has a large stockpile of nuclear ornaments	Item 113	SemCrit
s1	Pz	5.1145	She didn't answer the phone, so I left a massage	Item 137	SemCrit
s1	Pz	2.9752	Soda cans and tin foil are both made of exertion	Item 108	Sem
s1	Pz	-10.256	A new gravitational theory was proposed by an eminent physicists	Item 32	Synt
s1	Pz	1.7902	He soon backed away, sensing he had crossed a boundary	Item 119	Control
s1	Pz	3.9147	The woman brought her sick pet dog to a veterinarians	Item 2	Synt
s1	Pz	-5.0573	Like the IRS and FBI, CIA is another three-letter mobility	Item 95	Sem
s1	Pz	1.4289	The student went to medical school to become a physician	Item 31	Control
s1	Pz	-1.3352	The storyteller could turn any incident into an amusing anecdote	Item 5	Control
s1	Pz	6.3467	Despite technological advances, wars cannot be won without an infantry	Item 54	Control
s1	Pz	-5.3526	Two common semi-aquatic rodents are a beaver and a collection	Item 150	Sem
s1	Pz	0.084011	Yuan emperors were Mongolian because Kublai Khan founded this inebriation	Item 145	Sem
s1	Pz	4.0165	His personality was dramatically altered after acquiring this brain leisure	Item 142	SemCrit
s1	Pz	8.3151	The monk sat quietly and fell into a deep medication	Item 18	SemCrit
s1	Pz	9.1734000000000009	The afternoon showing cost less because it was a matinees	Item 60	Synt
s1	Pz	2.59	Someone who has fought in a war is a veterans	Item 1	Synt
s1	Pz	-6.11	The rice was spiced with a pinch of that message	Item 70	Sem
s1	Pz	4.7809	He loves me? she wondered, plucking off a daisy petals	Item 152	Synt
s1	Pz	2.8164	The vintage wedding dress was big and required an altercation	Item 3	SemCrit
s1	Pz	12.196	Marie Curie died of exposure to radiation from this veterinarian	Item 111	Sem
s1	Pz	15.312	Two important fluids in the body are blood and lymphs	Item 82	Synt
s1	Pz	15.589	He denounced the novel's film adaptation as a complete travesties	Item 68	Synt
s1	Pz	4.1586	The poor stayed poor because of this limited upward nobility	Item 79	SemCrit
s1	Pz	0.088165	The napalm turned the luscious forest into a fiery attitude	Item 124	Sem
s1	Pz	17.122	On the mountaintop we felt dizzy because of this altitude	Item 105	Control
s1	Pz	1.3677	The pseudoscience of inferring personality from skull measurements is phrenology	Item 44	Control
s1	Pz	1.8684	Harvesting crops is often the job of a seasonal massage	Item 22	Sem
s1	Pz	-7.2932	The crowded urban neighborhood had a very high population destiny	Item 135	SemCrit
s1	Pz	-0.88693	The congregation listens to a sermon delivered by a pastor	Item 130	Control
s1	Pz	0.10622	The doomsday preacher urged repentance and warned of an apostrophe	Item 148	SemCrit
s1	Pz	-0.20034	The coach scolded the player for having a bad attitude	Item 106	Control
s1	Pz	2.2597	Blackmail is just one of many weapons in this arsenal	Item 115	Control
s1	Pz	1.1746	The sudden change in protocol had caused all this constellation	Item 127	SemCrit
s1	Pz	9.0656	The teacher taught that subtraction was the opposite of audition	Item 99	SemCrit
s1	Pz	-0.53192	The soaring eagle circled and glided upwards on a thermals	Item 72	Synt
s1	Pz	0.0090052	The baseball player felt cheated and swore at a coronation	Item 40	Sem
s1	Pz	-0.025866	Old car engines mixed fuel and air in a carburetors	Item 103	Synt
s1	Pz	-1.7148	To protect herself from the sun, she carried a parasite	Item 156	SemCrit
s1	Pz	9.1149	The cause of death must be determined by a coroners	Item 25	Synt
s1	Pz	3.4049	This docile herbivorous aquatic mammal is known as a matinee	Item 59	SemCrit
s1	Pz	-6.7294	She lunged towards his neck, going right for the nymph	Item 84	Sem
s1	Pz	5.4712	The king knelt to be crowned at an official parasite	Item 28	Sem
s1	Pz	-1.2975	The flooded river fertilized the fields with a rich juggler	Item 9	Sem
s1	Pz	-8.832	The retiree found he soon tired of all this leisure	Item 141	Control
s1	Pz	-4.4057	The reagents reacted faster in the presence of a callus	Item 13	SemCrit
s1	Pz	-7.2988	The college sent out a newsletter to all its alumnus	Item 107	Synt
s1	Pz	-4.6271	His office is down at the end of this corridor	Item 26	Control
s1	Pz	3.8743	Senator McCarthy accused the screenwriter of being a Communist sympathizers	Item 65	Synt
s1	Pz	-2.5815	The flute player nervously prepared an excerpt for a corridor	Item 100	Sem
s1	Pz	5.415	It's alive! he cackled as he animated this monster bounty	Item 58	Sem
s1	Pz	-0.10067	Agriculture in this desert would be impossible without this irrigations	Item 78	Synt
s1	Pz	13.155	The whining alarm shut off, finally silencing this annoying destruction	Item 35	SemCrit
s1	Pz	1.5734	The powerful cheetah sprinted in pursuit of a baby gazelle	Item 74	Control
s1	Pz	10.545	Her grandmother's pennies inspired her to start a coin parasol	Item 19	Sem
s1	Pz	5.31	The celebrating couple joyfully popped open a bottle of campaign	Item 121	SemCrit
s1	Pz	-0.2294	Pikemen can be an effective defense against a charging cavity	Item 15	SemCrit
s1	Pz	1.7389	Apply this eyeliner and brush your lashes with this audition	Item 61	Sem
s1	Pz	-9.9123	Up on the tree branch perched a bright red cardinal	Item 11	Control
s1	Pz	-3.5722	She was vaccinated so her body would developed an immunities	Item 91	Synt
s1	Pz	6.8255	A soldier fighting for the highest bidder is a mercenary	Item 131	Control
s10	Pz	18.958	She lunged towards his neck, going right for the jugulars	Item 84	Synt
s10	Pz	-10.231	Blinking causes a momentary pupil contraction followed by a dilution	Item 33	SemCrit
s10	Pz	17.812	The princess arrived at the ball in a horse-drawn thermal	Item 109	Sem
s10	Pz	4.8654	The contraction for ""it is"" needs to include an apocalypse	Item 147	SemCrit
s10	Pz	3.6338	The student went to medical school to become a physicist	Item 31	SemCrit
s10	Pz	3.263	Blackmail is just one of many weapons in this arsenic	Item 115	SemCrit
s10	Pz	19.249	Capture or kill the wanted criminal to collect a bounties	Item 120	Synt
s10	Pz	-9.4221	The cheapest lunchmeat at this grocery store is this immortality	Item 117	Sem
s10	Pz	-3.7643	Agriculture in this desert would be impossible without this irrigation	Item 78	Control
s10	Pz	-4.6413	She scolded the child for running backwards up an apocalypse	Item 154	Sem
s10	Pz	27.933	On the mountaintop we felt dizzy because of this attitude	Item 105	SemCrit
s10	Pz	-1.8218	The teacher taught that subtraction was the opposite of humility	Item 99	Sem
s10	Pz	-15.916	Rather than reducing violence, the intervention just caused a pedal	Item 153	Sem
s10	Pz	5.3165	The crowded urban neighborhood had a very high population missionary	Item 135	Sem
s10	Pz	8.8708	She saved him from the poison by administering an antidotes	Item 6	Synt
s10	Pz	-9.4277	He denounced the novel's film adaptation as a complete travesty	Item 68	Control
s10	Pz	12.236	The king knelt to be crowned at an official coronations	Item 28	Synt
s10	Pz	3.722	Oh, yes, very impressive, she drawled with a sarcastic infection	Item 55	SemCrit
s10	Pz	0.36157	The devout Christian girl travelled to India as an admission	Item 132	Sem
s10	Pz	-11.029	Each winter evening, the family gathers around a warm hearth	Item 46	Control
s10	Pz	-6.6335	The poor stayed poor because of this limited upward spinster	Item 79	Sem
s10	Pz	0.88951	Claiming two wrongs make a right is a common fallacy	Item 159	Control
s10	Pz	-12.31	There is a beanbag toss game booth at this carnivals	Item 12	Synt
s10	Pz	6.1369	That white dog with little black spots is a dalmatian	Item 133	Control
s10	Pz	-10.498	The printer needed more paper and a new ink veteran	Item 110	Sem
s10	Pz	8.9982	The congregation listens to a sermon delivered by a pasture	Item 130	SemCrit
s10	Pz	-12.729	Never stay out past midnight, was his mother's strict gazelle	Item 102	Sem
s10	Pz	-3.5373	One window on the dilapidated house was missing a shutters	Item 38	Synt
s10	Pz	8.0885	The slogan ""change"" was a focus of that presidential campaign	Item 122	Control
s10	Pz	5.3491	A soldier fighting for the highest bidder is a missionary	Item 131	SemCrit
s10	Pz	6.2408	Up on the tree branch perched a bright red carnival	Item 11	SemCrit
s10	Pz	-12.182	Don't call it a prison; call it a correctional facilities	Item 160	Synt
s10	Pz	6.9325	The rice was spiced with a pinch of that saffrons	Item 70	Synt
s10	Pz	10.836	The mason built his own house of brick and mortal	Item 93	SemCrit
s10	Pz	-7.7525	The sermon denounced pride and extolled the virtue of humilities	Item 48	Synt
s10	Pz	2.91	The archeologists found the mummy of a young Egyptian hearth	Item 30	Sem
s10	Pz	-12.604	Two important fluids in the body are blood and lymph	Item 82	Control
s10	Pz	-15.446	The herd of cows was out grazing in a pastor	Item 129	SemCrit
s10	Pz	4.5025	The Big Dipper may perhaps be the most famous consternation	Item 128	SemCrit
s10	Pz	11.607	The detectives discovered the professor was poisoned with this arsenics	Item 116	Synt
